"Treatment","Year","wshed","CARBac","BTYW10","GCKI10","HEWA10","OCWA10","RUHU10","WIFL10","WIWA10","MAMU10"
"Triad-E",10,"w107",-0.0700000000000003,1.9444,4.5294,5.0372,1.3462,0.4505,-0.00780000000000003,3.7906,0.039
"Triad-E",15,"w107",-10.42,4.173,8.4057,9.8362,3.3408,1.0206,0.152,7.767,0.0637
"Triad-E",20,"w107",-7.12,6.5227,12.337,14.0233,5.056,1.7672,0.2651,12.0688,0.0905
"Triad-E",25,"w107",-5.11,9.0376,16.3814,17.7295,6.6276,2.6116,0.2973,16.5038,0.1188
"Triad-E",30,"w107",-5.36,11.4944,20.1667,20.925,8.1782,3.3813,0.519,20.559,0.1491
"Triad-E",35,"w107",-5.49,14.0362,23.9375,24.2449,10.1197,4.1287,1.8661,24.8076,0.1819
"Triad-E",40,"w107",-4.22000000000001,16.8791,27.8039,28.1325,12.3356,4.786,3.1646,29.5585,0.2161
"Triad-E",45,"w107",-10.52,20.4569,31.4021,32.7037,15.2357,5.2414,3.7569,34.591,0.2428
"Triad-E",50,"w107",-6.84,24.7562,35.2689,37.6128,17.4343,5.7926,3.9647,39.5681,0.2709
"Triad-E",55,"w107",-4.92,28.8796,39.3856,42.5166,19.5155,6.4924,4.0416,44.3728,0.2976
"Triad-E",60,"w107",-1.26000000000001,32.4341,43.814,47.4248,21.2913,7.205,4.077,48.4968,0.3256
"Triad-E",65,"w107",1.51,35.5372,48.2929,52.3748,22.8032,7.7739,4.089,52.1914,0.3548
"Triad-E",70,"w107",1.2,38.0727,52.5985,57.3035,23.9751,8.4179,4.089,55.6879,0.3848
"Triad-E",75,"w107",0.469999999999999,40.4941,56.2716,61.8356,24.9172,8.9729,4.089,59.7763,0.4149
"Triad-E",80,"w107",3.7,42.8022,59.8692,65.9247,25.6903,9.4461,4.089,64.0715,0.4476
"Triad-E",85,"w107",7.15,44.6273,63.9001,70.0796,26.3342,9.8486,4.089,67.9816,0.4828
"Triad-E",90,"w107",8.86,46.1247,68.5404,74.4743,26.851,10.2378,4.089,71.3613,0.5206
"Triad-E",95,"w107",11.27,47.4461,73.367,78.6592,27.3467,10.627,4.089,74.6773,0.561
"Triad-E",100,"w107",4.55,48.404,77.66,82.3933,28.3977,11.1401,4.3646,77.622,0.5992
"Triad-E",5,"w119",-4.98,0.3385,-0.0606000000000009,0.4406,0.141,-0.0438,-0.2382,-0.0377999999999989,-0.0082
"Triad-E",10,"w119",-7.54,3.2931,4.1232,5.2207,2.0598,0.4347,-0.1046,4.6334,0.0321
"Triad-E",15,"w119",-4.82,6.2103,8.5714,9.891,3.6791,1.0675,-0.0175999999999999,9.0165,0.073
"Triad-E",20,"w119",-6,8.9591,13.0357,14.4083,5.496,1.7785,0.0507,13.028,0.1069
"Triad-E",25,"w119",-6.9,11.5845,17.2787,18.8418,7.3069,2.4809,0.1271,16.9097,0.1363
"Triad-E",30,"w119",-9.7,14.4066,20.8312,22.6897,9.1202,3.2408,0.3894,20.9155,0.1628
"Triad-E",35,"w119",-8.48,17.403,24.2489,26.2431,11.1932,4.0959,1.6022,25.2432,0.1911
"Triad-E",40,"w119",-7.59,20.6837,27.9229,29.958,13.4357,4.8256,2.7143,29.9835,0.2215
"Triad-E",45,"w119",-4.95,24.1279,31.7968,34.2729,15.6022,5.3937,3.3616,34.7966,0.2532
"Triad-E",50,"w119",-1.6,27.6071,35.9665,39.0581,17.2154,5.8668,3.5516,39.4617,0.287
"Triad-E",55,"w119",-0.700000000000003,30.9977,40.2783,44.0989,18.7397,6.322,3.6229,43.9145,0.32
"Triad-E",60,"w119",-0.969999999999999,34.0603,44.5318,49.2455,20.4624,6.7983,3.7231,48.0572,0.3501
"Triad-E",65,"w119",0.810000000000002,36.6893,48.8078,54.2717,21.8863,7.3876,3.7976,51.8062,0.3801
"Triad-E",70,"w119",0.390000000000001,39.0907,52.9628,58.8117,23.1284,8.1209,3.8204,55.7305,0.4102
"Triad-E",75,"w119",2.63,41.1341,57.0197,62.881,24.2346,8.7606,3.8224,59.775,0.4423
"Triad-E",80,"w119",3.69,43.0661,61.0492,66.9058,25.2597,9.2786,3.8314,63.6828,0.4751
"Triad-E",85,"w119",6.16,44.8932,65.0292,71.0152,26.1021,9.7479,3.8397,67.52,0.5097
"Triad-E",90,"w119",7.36,46.6972,69.1838,75.1005,26.8122,10.1738,3.8425,71.2921,0.5464
"Triad-E",95,"w119",6.67,48.4053,73.4686,78.9875,27.6438,10.6194,3.9252,75.0367,0.5841
"Triad-E",100,"w119",2.06,50.0219,77.5594,82.7511,29.1234,11.1581,4.486,78.8266,0.6191
"Triad-E",5,"w26",3.51,-0.893999999999999,0.1158,-0.0356000000000005,-0.1724,-0.000499999999999945,0.0034,-0.500200000000001,0.0035
"Triad-E",10,"w26",-1.61,0.7877,4.6006,4.9637,1.0861,0.4363,0.0839,3.0701,0.0431
"Triad-E",15,"w26",-3.19,2.6698,9.0044,9.5428,2.3477,1.0497,0.1898,7.0232,0.0796
"Triad-E",20,"w26",-6.88,4.585,12.8044,13.1879,4.0186,1.7775,0.501,10.6974,0.1099
"Triad-E",25,"w26",-6.55,6.7589,16.4034,16.7643,6.0766,2.6794,1.7128,14.5602,0.1389
"Triad-E",30,"w26",-6.29000000000001,9.2277,19.8306,20.1251,8.1547,3.4138,2.2951,19.1602,0.1692
"Triad-E",35,"w26",-4.39,12.0277,23.5072,23.6694,10.1117,4.0738,2.8769,23.8038,0.2018
"Triad-E",40,"w26",-4.17,15.2848,27.4453,27.8677,12.2948,4.6128,3.5295,28.6675,0.2321
"Triad-E",45,"w26",-1.06,18.728,31.5283,32.4428,14.1563,5.1298,3.8163,33.6243,0.2643
"Triad-E",50,"w26",2.58,22.0601,35.8257,37.1025,15.6443,5.6764,3.8847,38.2894,0.2985
"Triad-E",55,"w26",-0.0300000000000011,25.134,40.0971,42.0287,17.6561,6.2129,3.9912,42.5279,0.3262
"Triad-E",60,"w26",0.32,28.287,44.374,46.946,19.5726,6.8186,4.1276,46.8281,0.353
"Triad-E",65,"w26",3.39,31.3063,48.5993,51.5796,21.2134,7.5425,4.1943,50.8538,0.3811
"Triad-E",70,"w26",3.62,34.205,52.611,55.9603,22.6639,8.3002,4.2048,54.5496,0.4087
"Triad-E",75,"w26",5.11,36.8826,56.3891,60.2016,23.938,8.8706,4.2048,58.3103,0.4379
"Triad-E",80,"w26",5.58,39.3152,60.1754,64.5365,24.9671,9.3657,4.2048,62.2399,0.4684
"Triad-E",85,"w26",4.09999999999999,41.5619,63.9668,68.4489,25.8983,9.9058,4.4175,66.0512,0.5014
"Triad-E",90,"w26",5.9,43.8818,68.0063,72.4812,27.2013,10.4986,5.5745,70.0102,0.5369
"Triad-E",95,"w26",8,45.8169,72.2688,76.6576,28.508,10.9778,6.0708,74.1071,0.575
"Triad-E",100,"w26",8.73,47.6597,76.5777,80.9147,29.5918,11.4286,6.2385,77.9248,0.6141
"Triad-E",5,"w52",3.72,-0.8066,0.3142,0.101299999999998,0.0781000000000001,-0.000300000000000078,0.0431,-0.595799999999999,-0.00180000000000001
"Triad-E",10,"w52",6.13,1.4771,4.9039,5.1126,1.1522,0.5055,0.1207,3.1433,0.0369
"Triad-E",15,"w52",4.04,3.1092,9.2581,9.6435,2.4954,1.1029,0.4042,6.1777,0.0713
"Triad-E",20,"w52",0.740000000000002,4.8959,13.0372,13.8478,3.9615,1.9113,1.0708,9.8087,0.1032
"Triad-E",25,"w52",2.28,6.6926,16.3264,17.1161,5.4735,2.6037,1.4804,14.171,0.137
"Triad-E",30,"w52",4.79,8.7148,20.0201,20.5111,7.0979,3.2596,2.2907,18.6117,0.1722
"Triad-E",35,"w52",7.08,10.97,24.1248,24.3824,8.637,3.7458,2.6272,23.2761,0.2074
"Triad-E",40,"w52",7.27,13.3855,28.2772,28.3622,10.0634,4.2382,2.8303,27.8474,0.2441
"Triad-E",45,"w52",9.92,15.85,32.5888,32.566,11.5499,4.7837,3.3931,32.3714,0.2816
